receipt_uuid,points_earned,purchase_date,purchased_item_count,rewards_receipt_status,total_spent,user_id,barcode,description,final_price,item_price,needs_fetch_review,partner_item_id,prevent_target_gap_points,quantity_purchased,user_flagged_barcode,user_flagged_new_item,user_flagged_price,user_flagged_quantity
5f9c74f7c88c1415cbddb839,750.0,2020-10-29 20:17:59,11,REJECTED,1.0,5f9c74f7c88c1415cbddb839,,,0.0,0.0,True,10,True,1.0,034100573065,True,29.0,1.0
5f9c74f7c88c1415cbddb839,750.0,2020-10-29 20:17:59,11,REJECTED,1.0,5f9c74f7c88c1415cbddb839,,,0.0,0.0,True,11,True,1.0,034100573065,True,29.0,1.0
5ff1e194b6a9d73a3a9f1052,300.0,2021-02-03 15:24:35,1,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e1e9b6a9d73a3a9f10f6,0.0,,0,FLAGGED,0.0,5ff1e1e9b6a9d73a3a9f10f6,,,0.0,0.0,True,1,True,1.0,4011,True,25.0,3.0
5ff1e1e9b6a9d73a3a9f10f6,0.0,,0,FLAGGED,0.0,5ff1e1e9b6a9d73a3a9f10f6,,,0.0,0.0,True,2,True,1.0,034100573065,True,27.0,3.0
5ff1e1dfcfcf6c399c274ab3,750.0,2021-01-02 15:25:19,2,FINISHED,11.0,5ff1e1dfcfcf6c399c274ab3,4011,ITEM NOT FOUND,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e1dfcfcf6c399c274ab3,750.0,2021-01-02 15:25:19,2,FINISHED,11.0,5ff1e1dfcfcf6c399c274ab3,028400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,10.0,10.0,False,2,True,1.0,028400642255,True,10.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,075925306254,,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,2,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,3,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,4,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,5,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,6,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,7,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,8,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,9,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,10,True,1.0,034100573065,True,29.0,1.0
5ff1e1b4cfcf6c399c274a54,750.0,2021-01-02 15:24:36,1,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54,,,0.0,0.0,True,11,True,1.0,034100573065,True,29.0,1.0
5ff1e1eacfcf6c399c274ae6,300.0,2021-01-03 00:00:00,2,FINISHED,26.0,5ff1e1eacfcf6c399c274ae6,4011,ITEM NOT FOUND,26.0,26.0,False,1,True,2.0,4011,True,26.0,2.0
5ff1e194b6a9d73a3a9f1052,5.0,2021-01-02 15:24:56,2,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e194b6a9d73a3a9f1052,5.0,2021-01-02 15:24:56,2,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,1234,,0.0,0.0,True,2,True,1.0,1234,True,0.0,1.0
5f9c74e3f1937815bd2c1d73,389.2,2020-10-29 20:18:01,6,FINISHED,14.0,5f9c74e3f1937815bd2c1d73,075925306254,,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5f9c74e3f1937815bd2c1d73,389.2,2020-10-29 20:18:01,6,FINISHED,14.0,5f9c74e3f1937815bd2c1d73,075925306254,,10.0,10.0,False,2,True,2.0,075925306254,True,10.0,2.0
5f9c74e3f1937815bd2c1d73,389.2,2020-10-29 20:18:01,6,FINISHED,14.0,5f9c74e3f1937815bd2c1d73,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.0,1.0,False,3,True,1.0,034100573065,True,1.0,1.0
5f9c74e3f1937815bd2c1d73,389.2,2020-10-29 20:18:01,6,FINISHED,14.0,5f9c74e3f1937815bd2c1d73,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.0,1.0,False,4,True,1.0,034100573065,True,1.0,1.0
5f9c74e3f1937815bd2c1d73,389.2,2020-10-29 20:18:01,6,FINISHED,14.0,5f9c74e3f1937815bd2c1d73,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.0,1.0,False,5,True,1.0,034100573065,True,1.0,1.0
5ff1e196cfcf6c399c274a38,750.0,2021-01-02 15:24:06,1,FINISHED,1.0,5ff1e196cfcf6c399c274a38,4011,ITEM NOT FOUND,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e1eacfcf6c399c274ae6,150.0,2021-01-03 00:00:00,2,FINISHED,21.0,5ff1e1eacfcf6c399c274ae6,4011,ITEM NOT FOUND,21.0,21.0,False,1,True,2.0,4011,True,21.0,2.0
5ff1e194b6a9d73a3a9f1052,185.0,2021-01-02 15:25:11,2,FINISHED,2.0,5ff1e194b6a9d73a3a9f1052,041000168468,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e194b6a9d73a3a9f1052,185.0,2021-01-02 15:25:11,2,FINISHED,2.0,5ff1e194b6a9d73a3a9f1052,2700719497082,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,1.0,1.0,False,2,False,1.0,,False,0.0,1.0
5ff1e194b6a9d73a3a9f1052,5.0,2021-01-02 15:24:54,2,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e194b6a9d73a3a9f1052,5.0,2021-01-02 15:24:54,2,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,1234,,0.0,0.0,True,2,True,1.0,1234,True,0.0,1.0
5ff1e1eacfcf6c399c274ae6,5.0,2021-01-03 00:00:00,5,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6,4011,ITEM NOT FOUND,27.0,27.0,False,1,True,5.0,4011,True,27.0,5.0
5ff1e194b6a9d73a3a9f1052,5.0,2021-01-02 15:25:03,2,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,4011,ITEM NOT FOUND,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e194b6a9d73a3a9f1052,5.0,2021-01-02 15:25:03,2,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,1234,,0.0,0.0,True,2,True,1.0,1234,True,0.0,1.0
5ff1e194b6a9d73a3a9f1052,35.0,2021-01-02 15:25:21,1,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1.0,1.0,False,1,True,1.0,079400066619,False,0.0,1.0
5ff1e194b6a9d73a3a9f1052,0.0,2017-10-30 00:00:00,3,REJECTED,3.0,5ff1e194b6a9d73a3a9f1052,,DELETED ITEM,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff1e194b6a9d73a3a9f1052,0.0,2017-10-30 00:00:00,3,REJECTED,3.0,5ff1e194b6a9d73a3a9f1052,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2.0,2.0,False,2,False,2.0,,False,0.0,1.0
5ff1e1eacfcf6c399c274ae6,5.0,2021-01-03 00:00:00,4,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6,4011,ITEM NOT FOUND,27.0,27.0,False,1,True,4.0,4011,True,27.0,4.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,2,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,3,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,4,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,5,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,6,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,7,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,8,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,9,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,650.0,2020-12-20 00:00:00,10,FINISHED,10.0,5ff370c562fde912123a5e0e,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,False,10,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,55.0,2021-01-04 19:34:36,1,FINISHED,0.99,5ff36d0362fde912123a5535,071040063102,,0.99,0.99,False,1,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,1,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,2,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,3,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,4,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,5,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,6,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,7,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,8,False,1.0,,False,0.0,1.0
5ff36be7135e7011bcb856d3,500.0,2021-01-03 19:28:53,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,False,9,False,1.0,,False,0.0,1.0
54943462e4b07e684157a532,50.0,2021-01-03 19:33:26,1,FINISHED,1.0,54943462e4b07e684157a532,041129002292,CLASSICO Traditional Basil Pesto 14OZ 12pack,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,50.0,2020-12-19 19:33:51,1,FINISHED,1.0,5ff36d0362fde912123a5535,043000946060,K9 Crystal Chandelier with 4 Lights in Globe Shape,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff36a3862fde912123a4460,250.0,2020-12-30 06:00:00,5,FINISHED,49.95,5ff36a3862fde912123a4460,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,False,1,False,1.0,,False,0.0,1.0
5ff36a3862fde912123a4460,250.0,2020-12-30 06:00:00,5,FINISHED,49.95,5ff36a3862fde912123a4460,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,False,2,False,1.0,,False,0.0,1.0
5ff36a3862fde912123a4460,250.0,2020-12-30 06:00:00,5,FINISHED,49.95,5ff36a3862fde912123a4460,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,False,3,False,1.0,,False,0.0,1.0
5ff36a3862fde912123a4460,250.0,2020-12-30 06:00:00,5,FINISHED,49.95,5ff36a3862fde912123a4460,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,False,4,False,1.0,,False,0.0,1.0
5ff36a3862fde912123a4460,250.0,2020-12-30 06:00:00,5,FINISHED,49.95,5ff36a3862fde912123a4460,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,False,5,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,5.0,2021-01-03 19:33:52,1,FINISHED,1.0,5ff36d0362fde912123a5535,021000012961,,1.0,1.0,False,1,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,1,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,2,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,3,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,4,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,5,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,6,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,7,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,8,False,1.0,,False,0.0,1.0
5ff36d0362fde912123a5535,355.0,2021-01-03 19:34:28,9,FINISHED,89.91,5ff36d0362fde912123a5535,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,False,9,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,600.0,2021-01-03 19:48:27,9,FINISHED,89.91,5ff370c562fde912123a5e0e,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,False,1,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,600.0,2021-01-03 19:48:27,9,FINISHED,89.91,5ff370c562fde912123a5e0e,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,False,2,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,600.0,2021-01-03 19:48:27,9,FINISHED,89.91,5ff370c562fde912123a5e0e,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,False,3,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,600.0,2021-01-03 19:48:27,9,FINISHED,89.91,5ff370c562fde912123a5e0e,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,False,4,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,600.0,2021-01-03 19:48:27,9,FINISHED,89.91,5ff370c562fde912123a5e0e,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,False,5,False,1.0,,False,0.0,1.0
5ff370c562fde912123a5e0e,600.0,2021-01-03 19:48:27,9,FINISHED,89.91,5ff370c562fde912123a5e0e,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,False,6,False,1.0,,False,0.0,1.0
